id_list,git_state
1,BLRFUBFUFLUDRLDRDDRBULFB
1,FLRBUFBUBLUDRLDRDDRFULBF
1,DLRUBDUBULBFRLFRFFRDBLUD
1,DLRUFDUFULFBRLBRBBRDFLUD
1,ULRDBUDBDLBFRLFRFFRUBLDU
1,ULRDFUDFDLFBRLBRBBRUFLDU
2,BRFFUULRRLDDBBFDLUDRBUFL
2,FRBBUULRRLDDFFBDLUDRFUBL
2,BRFFDDLRRLUUBBFULDURBDFL
2,FRBBDDLRRLUUFFBULDURFDBL
2,DRUUFFLRRLBBDDUBLFBRDFUL
2,DRUUBBLRRLFFDDUFLBFRDBUL
2,URDDFFLRRLBBUUDBLFBRUFDL
2,URDDBBLRRLFFUUDFLBFRUBDL
2,BLFFUURLLRDDBBFDRUDLBUFR
2,FLBBUURLLRDDFFBDRUDLFUBR
2,BLFFDDRLLRUUBBFURDULBDFR
2,FLBBDDRLLRUUFFBURDULFDBR
2,DLUUFFRLLRBBDDUBRFBLDFUR
2,DLUUBBRLLRFFDDUFRBFLDBUR
2,ULDDFFRLLRBBUUDBRFBLUFDR
2,ULDDBBRLLRFFUUDFRBFLUBDR
2,BDFFLLUDDURRBBFRULRDBLFU
2,FDBBLLUDDURRFFBRULRDFLBU
2,BUFFLLDUUDRRBBFRDLRUBLFD
2,FUBBLLDUUDRRFFBRDLRUFLBD
2,DBUULLFBBFRRDDURFLRBDLUF
2,DFUULLBFFBRRDDURBLRFDLUB
2,UBDDLLFBBFRRUUDRFLRBULDF
2,UFDDLLBFFBRRUUDRBLRFULDB
2,BDFFRRUDDULLBBFLURLDBRFU
2,FDBBRRUDDULLFFBLURLDFRBU
2,BUFFRRDUUDLLBBFLDRLUBRFD
2,FUBBRRDUUDLLFFBLDRLUFRBD
2,DBUURRFBBFLLDDULFRLBDRUF
2,DFUURRBFFBLLDDULBRLFDRUB
2,UBDDRRFBBFLLUUDLFRLBURDF
2,UFDDRRBFFBLLUUDLBRLFURDB
2,RDLLFFUDDUBBRRLBUFBDRFLU
2,RDLLBBUDDUFFRRLFUBFDRBLU
2,RULLFFDUUDBBRRLBDFBURFLD
2,RULLBBDUUDFFRRLFDBFURBLD
2,RBLLUUFBBFDDRRLDFUDBRULF
2,RFLLUUBFFBDDRRLDBUDFRULB
2,RBLLDDFBBFUURRLUFDUBRDLF
2,RFLLDDBFFBUURRLUBDUFRDLB
2,LDRRFFUDDUBBLLRBUFBDLFRU
2,LDRRBBUDDUFFLLRFUBFDLBRU
2,LURRFFDUUDBBLLRBDFBULFRD
2,LURRBBDUUDFFLLRFDBFULBRD
2,LBRRUUFBBFDDLLRDFUDBLURF
2,LFRRUUBFFBDDLLRDBUDFLURB
2,LBRRDDFBBFUULLRUFDUBLDRF
2,LFRRDDBFFBUULLRUBDUFLDRB
3,LFBFLLRLRDBDUFFBBDURUDUR
3,LBFBLLRLRDFDUBBFFDURUDUR
3,LFBFLLRLRUBUDFFBBUDRDUDR
3,LBFBLLRLRUFUDBBFFUDRDUDR
3,LUDULLRLRBDBFUUDDBFRFBFR
3,LUDULLRLRFDFBUUDDFBRBFBR
3,LDUDLLRLRBUBFDDUUBFRFBFR
3,LDUDLLRLRFUFBDDUUFBRBFBR
3,RFBFRRLRLDBDUFFBBDULUDUL
3,RBFBRRLRLDFDUBBFFDULUDUL
3,RFBFRRLRLUBUDFFBBUDLDUDL
3,RBFBRRLRLUFUDBBFFUDLDUDL
3,RUDURRLRLBDBFUUDDBFLFBFL
3,RUDURRLRLFDFBUUDDFBLBFBL
3,RDUDRRLRLBUBFDDUUBFLFBFL
3,RDUDRRLRLFUFBDDUUFBLBFBL
3,UFBFUUDUDRBRLFFBBRLDLRLD
3,UBFBUUDUDRFRLBBFFRLDLRLD
3,DFBFDDUDURBRLFFBBRLULRLU
3,DBFBDDUDURFRLBBFFRLULRLU
3,FUDUFFBFBRDRLUUDDRLBLRLB
3,BUDUBBFBFRDRLUUDDRLFLRLF
3,FDUDFFBFBRURLDDUURLBLRLB
3,BDUDBBFBFRURLDDUURLFLRLF
3,UFBFUUDUDLBLRFFBBLRDRLRD
3,UBFBUUDUDLFLRBBFFLRDRLRD
3,DFBFDDUDULBLRFFBBLRURLRU
3,DBFBDDUDULFLRBBFFLRURLRU
3,FUDUFFBFBLDLRUUDDLRBRLRB
3,BUDUBBFBFLDLRUUDDLRFRLRF
3,FDUDFFBFBLULRDDUULRBRLRB
3,BDUDBBFBFLULRDDUULRFRLRF
3,ULRLUUDUDBRBFLLRRBFDFBFD
3,ULRLUUDUDFRFBLLRRFBDBFBD
3,DLRLDDUDUBRBFLLRRBFUFBFU
3,DLRLDDUDUFRFBLLRRFBUBFBU
3,FLRLFFBFBDRDULLRRDUBUDUB
3,BLRLBBFBFDRDULLRRDUFUDUF
3,FLRLFFBFBURUDLLRRUDBDUDB
3,BLRLBBFBFURUDLLRRUDFDUDF
3,URLRUUDUDBLBFRRLLBFDFBFD
3,URLRUUDUDFLFBRRLLFBDBFBD
3,DRLRDDUDUBLBFRRLLBFUFBFU
3,DRLRDDUDUFLFBRRLLFBUBFBU
3,FRLRFFBFBDLDURRLLDUBUDUB
3,BRLRBBFBFDLDURRLLDUFUDUF
3,FRLRFFBFBULUDRRLLUDBDUDB
3,BRLRBBFBFULUDRRLLUDFDUDF
4,BDBDLFRDLBRUUBULRUFFRDFL
4,FDFDLBRDLFRUUFULRUBBRDBL
4,BUBULFRULBRDDBDLRDFFRUFL
4,FUFULBRULFRDDFDLRDBBRUBL
4,DBDBLURBLDRFFDFLRFUURBUL
4,DFDFLURFLDRBBDBLRBUURFUL
4,UBUBLDRBLURFFUFLRFDDRBDL
4,UFUFLDRFLURBBUBLRBDDRFDL
4,BDBDRFLDRBLUUBURLUFFLDFR
4,FDFDRBLDRFLUUFURLUBBLDBR
4,BUBURFLURBLDDBDRLDFFLUFR
4,FUFURBLURFLDDFDRLDBBLUBR
4,DBDBRULBRDLFFDFRLFUULBUR
4,DFDFRULFRDLBBDBRLBUULFUR
4,UBUBRDLBRULFFUFRLFDDLBDR
4,UFUFRDLFRULBBUBRLBDDLFDR
4,BRBRUFDRUBDLLBLUDLFFDRFU
4,FRFRUBDRUFDLLFLUDLBBDRBU
4,BRBRDFURDBULLBLDULFFURFD
4,FRFRDBURDFULLFLDULBBURBD
4,DRDRFUBRFDBLLDLFBLUUBRUF
4,DRDRBUFRBDFLLDLBFLUUFRUB
4,URURFDBRFUBLLULFBLDDBRDF
4,URURBDFRBUFLLULBFLDDFRDB
4,BLBLUFDLUBDRRBRUDRFFDLFU
4,FLFLUBDLUFDRRFRUDRBBDLBU
4,BLBLDFULDBURRBRDURFFULFD
4,FLFLDBULDFURRFRDURBBULBD
4,DLDLFUBLFDBRRDRFBRUUBLUF
4,DLDLBUFLBDFRRDRBFRUUFLUB
4,ULULFDBLFUBRRURFBRDDBLDF
4,ULULBDFLBUFRRURBFRDDFLDB
4,RBRBULDBURDFFRFUDFLLDBLU
4,RFRFULDFURDBBRBUDBLLDFLU
4,RBRBDLUBDRUFFRFDUFLLUBLD
4,RFRFDLUFDRUBBRBDUBLLUFLD
4,RDRDFLBDFRBUURUFBULLBDLF
4,RDRDBLFDBRFUURUBFULLFDLB
4,RURUFLBUFRBDDRDFBDLLBULF
4,RURUBLFUBRFDDRDBFDLLFULB
4,LBLBURDBULDFFLFUDFRRDBRU
4,LFLFURDFULDBBLBUDBRRDFRU
4,LBLBDRUBDLUFFLFDUFRRUBRD
4,LFLFDRUFDLUBBLBDUBRRUFRD
4,LDLDFRBDFLBUULUFBURRBDRF
4,LDLDBRFDBLFUULUBFURRFDRB
4,LULUFRBUFLBDDLDFBDRRBURF
4,LULUBRFUBLFDDLDBFDRRFURB
5,LRBBDUFRLLFRUDRFDUBLBFUD
5,LRFFDUBRLLBRUDRBDUFLFBUD
5,LRBBUDFRLLFRDURFUDBLBFDU
5,LRFFUDBRLLBRDURBUDFLFBDU
5,LRDDBFURLLURFBRUBFDLDUFB
5,LRDDFBURLLURBFRUFBDLDUBF
5,LRUUBFDRLLDRFBRDBFULUDFB
5,LRUUFBDRLLDRBFRDFBULUDBF
5,RLBBDUFLRRFLUDLFDUBRBFUD
5,RLFFDUBLRRBLUDLBDUFRFBUD
5,RLBBUDFLRRFLDULFUDBRBFDU
5,RLFFUDBLRRBLDULBUDFRFBDU
5,RLDDBFULRRULFBLUBFDRDUFB
5,RLDDFBULRRULBFLUFBDRDUBF
5,RLUUBFDLRRDLFBLDBFURUDFB
5,RLUUFBDLRRDLBFLDFBURUDBF
5,UDBBRLFDUUFDLRDFRLBUBFLR
5,UDFFRLBDUUBDLRDBRLFUFBLR
5,DUBBRLFUDDFULRUFRLBDBFLR
5,DUFFRLBUDDBULRUBRLFDFBLR
5,FBDDRLUBFFUBLRBURLDFDULR
5,BFDDRLUFBBUFLRFURLDBDULR
5,FBUURLDBFFDBLRBDRLUFUDLR
5,BFUURLDFBBDFLRFDRLUBUDLR
5,UDBBLRFDUUFDRLDFLRBUBFRL
5,UDFFLRBDUUBDRLDBLRFUFBRL
5,DUBBLRFUDDFURLUFLRBDBFRL
5,DUFFLRBUDDBURLUBLRFDFBRL
5,FBDDLRUBFFUBRLBULRDFDURL
5,BFDDLRUFBBUFRLFULRDBDURL
5,FBUULRDBFFDBRLBDLRUFUDRL
5,BFUULRDFBBDFRLFDLRUBUDRL
5,UDRRBFLDUULDFBDLBFRURLFB
5,UDRRFBLDUULDBFDLFBRURLBF
5,DURRBFLUDDLUFBULBFRDRLFB
5,DURRFBLUDDLUBFULFBRDRLBF
5,FBRRDULBFFLBUDBLDURFRLUD
5,BFRRDULFBBLFUDFLDURBRLUD
5,FBRRUDLBFFLBDUBLUDRFRLDU
5,BFRRUDLFBBLFDUFLUDRBRLDU
5,UDLLBFRDUURDFBDRBFLULRFB
5,UDLLFBRDUURDBFDRFBLULRBF
5,DULLBFRUDDRUFBURBFLDLRFB
5,DULLFBRUDDRUBFURFBLDLRBF
5,FBLLDURBFFRBUDBRDULFLRUD
5,BFLLDURFBBRFUDFRDULBLRUD
5,FBLLUDRBFFRBDUBRUDLFLRDU
5,BFLLUDRFBBRFDUFRUDLBLRDU
6,RFUBDLFDBLRRUDRLDLUFUBFB
6,RBUFDLBDFLRRUDRLDLUBUFBF
6,RFDBULFUBLRRDURLULDFDBFB
6,RBDFULBUFLRRDURLULDBDFBF
6,RUFDBLUBDLRRFBRLBLFUFDUD
6,RUBDFLUFDLRRBFRLFLBUBDUD
6,RDFUBLDBULRRFBRLBLFDFUDU
6,RDBUFLDFULRRBFRLFLBDBUDU
6,LFUBDRFDBRLLUDLRDRUFUBFB
6,LBUFDRBDFRLLUDLRDRUBUFBF
6,LFDBURFUBRLLDULRURDFDBFB
6,LBDFURBUFRLLDULRURDBDFBF
6,LUFDBRUBDRLLFBLRBRFUFDUD
6,LUBDFRUFDRLLBFLRFRBUBDUD
6,LDFUBRDBURLLFBLRBRFDFUDU
6,LDBUFRDFURLLBFLRFRBDBUDU
6,DFLBRUFRBUDDLRDURULFLBFB
6,DBLFRUBRFUDDLRDURULBLFBF
6,UFLBRDFRBDUULRUDRDLFLBFB
6,UBLFRDBRFDUULRUDRDLBLFBF
6,BULDRFURDFBBLRBFRFLULDUD
6,FULDRBURDBFFLRFBRBLULDUD
6,BDLURFDRUFBBLRBFRFLDLUDU
6,FDLURBDRUBFFLRFBRBLDLUDU
6,DFRBLUFLBUDDRLDULURFRBFB
6,DBRFLUBLFUDDRLDULURBRFBF
6,UFRBLDFLBDUURLUDLDRFRBFB
6,UBRFLDBLFDUURLUDLDRBRFBF
6,BURDLFULDFBBRLBFLFRURDUD
6,FURDLBULDBFFRLFBLBRURDUD
6,BDRULFDLUFBBRLBFLFRDRUDU
6,FDRULBDLUBFFRLFBLBRDRUDU
6,DLFRBULBRUDDFBDUBUFLFRLR
6,DLBRFULFRUDDBFDUFUBLBRLR
6,ULFRBDLBRDUUFBUDBDFLFRLR
6,ULBRFDLFRDUUBFUDFDBLBRLR
6,BLURDFLDRFBBUDBFDFULURLR
6,FLURDBLDRBFFUDFBDBULURLR
6,BLDRUFLURFBBDUBFUFDLDRLR
6,FLDRUBLURBFFDUFBUBDLDRLR
6,DRFLBURBLUDDFBDUBUFRFLRL
6,DRBLFURFLUDDBFDUFUBRBLRL
6,URFLBDRBLDUUFBUDBDFRFLRL
6,URBLFDRFLDUUBFUDFDBRBLRL
6,BRULDFRDLFBBUDBFDFURULRL
6,FRULDBRDLBFFUDFBDBURULRL
6,BRDLUFRULFBBDUBFUFDRDLRL
6,FRDLUBRULBFFDUFBUBDRDLRL
7,BLDUBDUDRLDRFFFRUFLLBRBU
7,FLDUFDUDRLDRBBBRUBLLFRFU
7,BLUDBUDURLURFFFRDFLLBRBD
7,FLUDFUDURLURBBBRDBLLFRFD
7,DLBFDBFBRLBRUUURFULLDRDF
7,DLFBDFBFRLFRUUURBULLDRDB
7,ULBFUBFBRLBRDDDRFDLLURUF
7,ULFBUFBFRLFRDDDRBDLLURUB
7,BRDUBDUDLRDLFFFLUFRRBLBU
7,FRDUFDUDLRDLBBBLUBRRFLFU
7,BRUDBUDULRULFFFLDFRRBLBD
7,FRUDFUDULRULBBBLDBRRFLFD
7,DRBFDBFBLRBLUUULFURRDLDF
7,DRFBDFBFLRFLUUULBURRDLDB
7,URBFUBFBLRBLDDDLFDRRULUF
7,URFBUFBFLRFLDDDLBDRRULUB
7,BURLBRLRDURDFFFDLFUUBDBL
7,FURLFRLRDURDBBBDLBUUFDFL
7,BDRLBRLRUDRUFFFULFDDBUBL
7,FDRLFRLRUDRUBBBULBDDFUFL
7,DFRLDRLRBFRBUUUBLUFFDBDL
7,DBRLDRLRFBRFUUUFLUBBDFDL
7,UFRLURLRBFRBDDDBLDFFUBUL
7,UBRLURLRFBRFDDDFLDBBUFUL
7,BULRBLRLDULDFFFDRFUUBDBR
7,FULRFLRLDULDBBBDRBUUFDFR
7,BDLRBLRLUDLUFFFURFDDBUBR
7,FDLRFLRLUDLUBBBURBDDFUFR
7,DFLRDLRLBFLBUUUBRUFFDBDR
7,DBLRDLRLFBLFUUUFRUBBDFDR
7,UFLRULRLBFLBDDDBRDFFUBUR
7,UBLRULRLFBLFDDDFRDBBUFUR
7,RUBFRBFBDUBDLLLDFLUURDRF
7,RUFBRFBFDUFDLLLDBLUURDRB
7,RDBFRBFBUDBULLLUFLDDRURF
7,RDFBRFBFUDFULLLUBLDDRURB
7,RFDURDUDBFDBLLLBULFFRBRU
7,RBDURDUDFBDFLLLFULBBRFRU
7,RFUDRUDUBFUBLLLBDLFFRBRD
7,RBUDRUDUFBUFLLLFDLBBRFRD
7,LUBFLBFBDUBDRRRDFRUULDLF
7,LUFBLFBFDUFDRRRDBRUULDLB
7,LDBFLBFBUDBURRRUFRDDLULF
7,LDFBLFBFUDFURRRUBRDDLULB
7,LFDULDUDBFDBRRRBURFFLBLU
7,LBDULDUDFBDFRRRFURBBLFLU
7,LFUDLUDUBFUBRRRBDRFFLBLD
7,LBUDLUDUFBUFRRRFDRBBLFLD
8,DLBULDLRRFRBBURFFDDUBLUF
8,DLFULDLRRBRFFURBBDDUFLUB
8,ULBDLULRRFRBBDRFFUUDBLDF
8,ULFDLULRRBRFFDRBBUUDFLDB
8,BLDFLBLRRURDDFRUUBBFDLFU
8,FLDBLFLRRURDDBRUUFFBDLBU
8,BLUFLBLRRDRUUFRDDBBFULFD
8,FLUBLFLRRDRUUBRDDFFBULBD
8,DRBURDRLLFLBBULFFDDUBRUF
8,DRFURDRLLBLFFULBBDDUFRUB
8,URBDRURLLFLBBDLFFUUDBRDF
8,URFDRURLLBLFFDLBBUUDFRDB
8,BRDFRBRLLULDDFLUUBBFDRFU
8,FRDBRFRLLULDDBLUUFFBDRBU
8,BRUFRBRLLDLUUFLDDBBFURFD
8,FRUBRFRLLDLUUBLDDFFBURBD
8,RUBLURUDDFDBBLDFFRRLBULF
8,RUFLURUDDBDFFLDBBRRLFULB
8,RDBLDRDUUFUBBLUFFRRLBDLF
8,RDFLDRDUUBUFFLUBBRRLFDLB
8,RFDLFRFBBUBDDLBUURRLDFLU
8,RBDLBRBFFUFDDLFUURRLDBLU
8,RFULFRFBBDBUULBDDRRLUFLD
8,RBULBRBFFDFUULFDDRRLUBLD
8,LUBRULUDDFDBBRDFFLLRBURF
8,LUFRULUDDBDFFRDBBLLRFURB
8,LDBRDLDUUFUBBRUFFLLRBDRF
8,LDFRDLDUUBUFFRUBBLLRFDRB
8,LFDRFLFBBUBDDRBUULLRDFRU
8,LBDRBLBFFUFDDRFUULLRDBRU
8,LFURFLFBBDBUURBDDLLRUFRD
8,LBURBLBFFDFUURFDDLLRUBRD
8,BURFUBUDDLDRRFDLLBBFRUFL
8,FURBUFUDDLDRRBDLLFFBRUBL
8,BDRFDBDUULURRFULLBBFRDFL
8,FDRBDFDUULURRBULLFFBRDBL
8,DFRUFDFBBLBRRUBLLDDURFUL
8,DBRUBDBFFLFRRUFLLDDURBUL
8,UFRDFUFBBLBRRDBLLUUDRFDL
8,UBRDBUBFFLFRRDFLLUUDRBDL
8,BULFUBUDDRDLLFDRRBBFLUFR
8,FULBUFUDDRDLLBDRRFFBLUBR
8,BDLFDBDUURULLFURRBBFLDFR
8,FDLBDFDUURULLBURRFFBLDBR
8,DFLUFDFBBRBLLUBRRDDULFUR
8,DBLUBDBFFRFLLUFRRDDULBUR
8,UFLDFUFBBRBLLDBRRUUDLFDR
8,UBLDBUBFFRFLLDFRRUUDLBDR
9,DBFFUUFRRLRRDDBUFULBLLBD
9,DFBBUUBRRLRRDDFUBULFLLFD
9,UBFFDDFRRLRRUUBDFDLBLLBU
9,UFBBDDBRRLRRUUFDBDLFLLFU
9,BDUUFFURRLRRBBDFUFLDLLDB
9,FDUUBBURRLRRFFDBUBLDLLDF
9,BUDDFFDRRLRRBBUFDFLULLUB
9,FUDDBBDRRLRRFFUBDBLULLUF
9,DBFFUUFLLRLLDDBUFURBRRBD
9,DFBBUUBLLRLLDDFUBURFRRFD
9,UBFFDDFLLRLLUUBDFDRBRRBU
9,UFBBDDBLLRLLUUFDBDRFRRFU
9,BDUUFFULLRLLBBDFUFRDRRDB
9,FDUUBBULLRLLFFDBUBRDRRDF
9,BUDDFFDLLRLLBBUFDFRURRUB
9,FUDDBBDLLRLLFFUBDBRURRUF
9,RBFFLLFDDUDDRRBLFLUBUUBR
9,RFBBLLBDDUDDRRFLBLUFUUFR
9,RBFFLLFUUDUURRBLFLDBDDBR
9,RFBBLLBUUDUURRFLBLDFDDFR
9,RDUULLUBBFBBRRDLULFDFFDR
9,RDUULLUFFBFFRRDLULBDBBDR
9,RUDDLLDBBFBBRRULDLFUFFUR
9,RUDDLLDFFBFFRRULDLBUBBUR
9,LBFFRRFDDUDDLLBRFRUBUUBL
9,LFBBRRBDDUDDLLFRBRUFUUFL
9,LBFFRRFUUDUULLBRFRDBDDBL
9,LFBBRRBUUDUULLFRBRDFDDFL
9,LDUURRUBBFBBLLDRURFDFFDL
9,LDUURRUFFBFFLLDRURBDBBDL
9,LUDDRRDBBFBBLLURDRFUFFUL
9,LUDDRRDFFBFFLLURDRBUBBUL
9,BRLLFFLDDUDDBBRFLFURUURB
9,FRLLBBLDDUDDFFRBLBURUURF
9,BRLLFFLUUDUUBBRFLFDRDDRB
9,FRLLBBLUUDUUFFRBLBDRDDRF
9,DRLLUULBBFBBDDRULUFRFFRD
9,DRLLUULFFBFFDDRULUBRBBRD
9,URLLDDLBBFBBUURDLDFRFFRU
9,URLLDDLFFBFFUURDLDBRBBRU
9,BLRRFFRDDUDDBBLFRFULUULB
9,FLRRBBRDDUDDFFLBRBULUULF
9,BLRRFFRUUDUUBBLFRFDLDDLB
9,FLRRBBRUUDUUFFLBRBDLDDLF
9,DLRRUURBBFBBDDLURUFLFFLD
9,DLRRUURFFBFFDDLURUBLBBLD
9,ULRRDDRBBFBBUULDRDFLFFLU
9,ULRRDDRFFBFFUULDRDBLBBLU
10,FDLFDRRUBRLUFBLLRDFUBUBD
10,BDLBDRRUFRLUBFLLRDBUFUFD
10,FULFURRDBRLDFBLLRUFDBDBU
10,BULBURRDFRLDBFLLRUBDFDFU
10,UBLUBRRFDRLFUDLLRBUFDFDB
10,UFLUFRRBDRLBUDLLRFUBDBDF
10,DBLDBRRFURLFDULLRBDFUFUB
10,DFLDFRRBURLBDULLRFDBUBUF
10,FDRFDLLUBLRUFBRRLDFUBUBD
10,BDRBDLLUFLRUBFRRLDBUFUFD
10,FURFULLDBLRDFBRRLUFDBDBU
10,BURBULLDFLRDBFRRLUBDFDFU
10,UBRUBLLFDLRFUDRRLBUFDFDB
10,UFRUFLLBDLRBUDRRLFUBDBDF
10,DBRDBLLFULRFDURRLBDFUFUB
10,DFRDFLLBULRBDURRLFDBUBUF
10,FRUFRDDLBDULFBUUDRFLBLBR
10,BRUBRDDLFDULBFUUDRBLFLFR
10,FRDFRUULBUDLFBDDURFLBLBR
10,BRDBRUULFUDLBFDDURBLFLFR
10,URFURBBLDBFLUDFFBRULDLDR
10,URBURFFLDFBLUDBBFRULDLDR
10,DRFDRBBLUBFLDUFFBRDLULUR
10,DRBDRFFLUFBLDUBBFRDLULUR
10,FLUFLDDRBDURFBUUDLFRBRBL
10,BLUBLDDRFDURBFUUDLBRFRFL
10,FLDFLUURBUDRFBDDULFRBRBL
10,BLDBLUURFUDRBFDDULBRFRFL
10,ULFULBBRDBFRUDFFBLURDRDL
10,ULBULFFRDFBRUDBBFLURDRDL
10,DLFDLBBRUBFRDUFFBLDRURUL
10,DLBDLFFRUFBRDUBBFLDRURUL
10,LBULBDDFRDUFLRUUDBLFRFRB
10,LFULFDDBRDUBLRUUDFLBRBRF
10,LBDLBUUFRUDFLRDDUBLFRFRB
10,LFDLFUUBRUDBLRDDUFLBRBRF
10,LDFLDBBURBFULRFFBDLURURD
10,LDBLDFFURFBULRBBFDLURURD
10,LUFLUBBDRBFDLRFFBULDRDRU
10,LUBLUFFDRFBDLRBBFULDRDRU
10,RBURBDDFLDUFRLUUDBRFLFLB
10,RFURFDDBLDUBRLUUDFRBLBLF
10,RBDRBUUFLUDFRLDDUBRFLFLB
10,RFDRFUUBLUDBRLDDUFRBLBLF
10,RDFRDBBULBFURLFFBDRULULD
10,RDBRDFFULFBURLBBFDRULULD
10,RUFRUBBDLBFDRLFFBURDLDLU
10,RUBRUFFDLFBDRLBBFURDLDLU
11,BDFRDLDRUBFBDLBFULURFRUL
11,FDBRDLDRUFBFDLFBULURBRUL
11,BUFRULURDBFBULBFDLDRFRDL
11,FUBRULURDFBFULFBDLDRBRDL
11,DBURBLBRFDUDBLDUFLFRURFL
11,DFURFLFRBDUDFLDUBLBRURBL
11,UBDRBLBRFUDUBLUDFLFRDRFL
11,UFDRFLFRBUDUFLUDBLBRDRBL
11,BDFLDRDLUBFBDRBFURULFLUR
11,FDBLDRDLUFBFDRFBURULBLUR
11,BUFLURULDBFBURBFDRDLFLDR
11,FUBLURULDFBFURFBDRDLBLDR
11,DBULBRBLFDUDBRDUFRFLULFR
11,DFULFRFLBDUDFRDUBRBLULBR
11,UBDLBRBLFUDUBRUDFRFLDLFR
